image_path,temperature,humidity,rainfall,wind_speed,T,H,R,W,severity_score,severity_label
Esca\1a450cce-95a7-4b1e-a641-95b4d50a1acc___FAM_B.Msls 1747.JPG,30.981298500715933,80.19919206886892,18.460435218857228,0.4431295291723991,0.7638186926695213,0.6713800114561459,0.6155871931738047,0.029500340648375,0.5521655430273503,Moderate
Esca\1a550a2d-aafb-44c7-9358-aa8fceeb183a___FAM_B.Msls 1773.JPG,20.38192398802969,86.24435193706907,12.35839645836791,6.509028744470607,0.1401427375761268,0.8057804709294476,0.4120270583751085,0.434047196429414,0.4665860295525259,Moderate
Esca\1a56bd56-1e8b-4d61-8469-2df3a74c1c10___FAM_B.Msls 4059.JPG,32.76395559026452,92.60403101115082,28.032323837136445,4.167493493469815,0.8687117089128411,0.9471735537088808,0.9348993139081504,0.2778855640198541,0.7906319346218829,Severe
Esca\1a860168-80da-45d8-aa29-7b03c04d95de___FAM_B.Msls 1259.JPG,26.28633037024173,68.00955241323524,1.4539269742746697,13.048589008354814,0.4875628881971064,0.400370938702058,0.0482608869009222,0.8701834474691403,0.4281039148789527,Moderate
Esca\1a93f5a0-49ce-4ec1-b47b-13bb1da34a35___FAM_B.Msls 1751.JPG,33.20738785719956,85.24840923302214,6.308285337055841,9.074112197966326,0.8948036299284569,0.7836379370756915,0.2101991966158991,0.6051177020702908,0.6323656281728546,Moderate
Esca\1abf6a06-12f2-4266-97db-01b6291fc71d___FAM_B.Msls 3905.JPG,31.59753935110436,61.96678027844534,16.97665815305277,9.211361069635526,0.8000788135354802,0.2660235650816424,0.5660893332975182,0.6142711016772674,0.5442033265681958,Moderate
Esca\1b3c8d82-8471-4b90-955e-69a487f135ae___FAM_B.Msls 0835.JPG,25.228629575976967,94.56495367071416,18.466578695795373,7.978660453219536,0.4253268994341302,0.9907702347202944,0.6157921356598732,0.5320598514090875,0.6639227994714066,Severe
Esca\1b846a40-3a68-47cc-ae87-cb9a918faed6___FAM_B.Msls 4080.JPG,18.381978241441995,51.1596319443958,1.1867251968783945,1.377755058438015,0.0224642771966813,0.0257510605722057,0.0393472054314726,0.091832371857124,0.041544663200125,Mild
Esca\1b8b4037-44c0-4609-9cff-929955889d37___FAM_B.Msls 1164.JPG,22.56751510954408,77.15879629255045,12.091162737213963,6.675280255880328,0.2687447252238558,0.6037836867555466,0.4031123112822054,0.4451348396332489,0.438126333079829,Moderate
Esca\1ba4a426-8082-4ced-a685-176c649c5cff___FAM_B.Msls 1808.JPG,27.20778164923474,79.67776917430972,19.47461894492618,14.992577845627748,0.5417818428920426,0.6597873525130299,0.6494197176942955,0.999831920659861,0.6957029800324657,Severe
Esca\1bcd7692-3d35-42a2-bcf6-1ed57aafb742___FAM_B.Msls 4089.JPG,28.7691297370445,80.9620500683358,20.942116392102047,12.528439362690222,0.6336528545949031,0.6883404339886534,0.6983744998399118,0.8354936354197511,0.70660769588925,Severe
Esca\1bfd9629-5de7-4311-b732-e45ce0af7326___FAM_B.Msls 4437.JPG,22.38409065236444,55.41744104550901,19.14419707548808,13.40188581250674,0.2579518785910588,0.120413817557258,0.6383970541349012,0.8937455124168555,0.4389604809320385,Moderate
Esca\1c46318b-ef1f-4190-bf3a-73ede7a7de3b___FAM_B.Msls 3835.JPG,20.36905325923801,92.23384025629088,9.616896730827737,12.348395388697492,0.1393854132583295,0.9389431994038324,0.3205723698696694,0.8234861455166237,0.5613696347064743,Moderate
Esca\1c47bebb-90ac-4161-8716-78b3475cddea___FAM_B.Msls 1283.JPG,32.19381402558808,58.15324755725373,2.8056037079372853,1.5456254014647404,0.8351641081122063,0.1812382887416762,0.0933519636554985,0.103027978153891,0.3071061001952073,Mild
Esca\1da61926-6b73-46ee-98e1-01c9317803df___FAM_B.Msls 3824.JPG,34.734837071960385,78.02390314579284,12.813373392580022,3.4117238109719943,0.9846800039288676,0.6230173813317494,0.4272047997323411,0.2274817841518933,0.5853727721452057,Moderate
Esca\1dcab374-95d2-4c67-8a51-b5f8d5da7773___FAM_B.Msls 3807.JPG,26.93673309914566,60.02042356053882,3.862633121041665,0.0468247703461444,0.5258331222245015,0.2227507248443389,0.1286137930642091,0.0030699898588519,0.2310509442472497,Mild
Esca\1e094cfe-006b-456f-9d19-151c85e281e3___FAM_B.Msls 4012.JPG,20.91854785942116,63.82473876595719,28.42870975562001,4.552651873171672,0.1717181296066109,0.3073310705650766,0.9481224962191636,0.3035725406668023,0.4328739857593271,Moderate
Esca\1e1bdfac-c3a6-4fd2-a732-e0be4b7118e4___FAM_B.Msls 4110.JPG,22.62922455082927,74.5906343777656,14.255125980678848,1.6291110351973883,0.2723757597425208,0.5466864140821467,0.4753007497417166,0.1085958007356201,0.3726442117428273,Moderate
Esca\1e2d5b85-9d5c-4799-8030-1e3d6bebbfe9___FAM_B.Msls 3874.JPG,18.31264150130693,68.77370383540594,9.517775230706029,7.091900179523745,0.0183844461108902,0.4173601175635091,0.3172657396239111,0.4729200490776487,0.3037045915182828,Mild
Esca\1e505833-0c67-447c-96c4-40ac841e275b___FAM_B.Msls 3920.JPG,33.543079711528485,57.210152043942784,22.989122133567,10.156912328608527,0.9145560160353048,0.1602706926681684,0.7666613103669719,0.6773317914811163,0.603851897697243,Moderate
Esca\1e9bde19-59d6-4aa3-988f-dd0478eb53cc___FAM_B.Msls 3864.JPG,20.0017684091324,57.692138108938174,14.938457777467915,13.117579425571156,0.117774069173187,0.1709865628862369,0.4980962641798228,0.874784555297227,0.3802204632635689,Moderate
Esca\1ea5a715-7822-4939-b059-3f7dcaff579f___FAM_B.Msls 3971.JPG,27.80078008374231,68.81651546732598,9.301020720373502,11.238257476363472,0.576674360801259,0.4183119373873526,0.3100349469211167,0.7494488451959365,0.497060677185987,Moderate
Esca\1ee48191-d4e8-4cf9-a82b-84628193dfe7___FAM_B.Msls 1027.JPG,22.658938751682506,84.07773402239754,24.35903227172405,14.078783936677578,0.2741241678749816,0.7576106210687789,0.812360641906942,0.9388891915480184,0.6866822270757182,Severe
Esca\1f4911b2-05bb-4784-99cb-cb1170cf96ba___FAM_B.Msls 0938.JPG,27.42102604276849,90.4084091081505,26.01456453003366,0.8084743559068319,0.554329319221546,0.8983588657557647,0.8675881458433592,0.0538659121300992,0.6357602084189756,Moderate
Esca\1f772cab-21e1-4458-95fb-6f17e0961d9f___FAM_B.Msls 4141.JPG,29.07414660198169,53.78574480167223,20.19024498866031,0.1826975312481216,0.6516002989777396,0.0841367414047927,0.6732925476853484,0.0121316139080213,0.3588905568688141,Moderate
Esca\1f826aa9-11b8-40c5-9206-f70c7138c673___FAM_B.Msls 1737.JPG,32.10561066302243,67.68967584017305,1.4089326722300188,9.92007170754319,0.8299741493722127,0.3932592064515255,0.0467599055815824,0.6615364204779896,0.4694685597695043,Moderate
Esca\1f8270ac-8016-457e-8e81-bca5bbcaa784___FAM_B.Msls 1338.JPG,21.509161619930254,54.51105036752945,16.989686404995965,4.340286153333693,0.2064703313271875,0.1002622704950229,0.5665239475020231,0.2894094493942896,0.2812091407346674,Mild
Esca\1fa8564c-87f3-421d-aaf8-bfa276a29ab5___FAM_B.Msls 4166.JPG,18.18692908719417,50.7466616284669,22.89884735991845,3.802515241586597,0.0109874237823526,0.0165695994661649,0.7636498012936754,0.2535444401423851,0.2493390741373335,Mild
Esca\20b52ff6-9a8b-4bdd-8d52-ff7e820bea22___FAM_B.Msls 3889.JPG,20.327055711169724,79.77734071897805,4.095090362507465,4.963306315406914,0.1369142428254214,0.6620011006430484,0.1363684188974801,0.3309599003182462,0.3331129756872891,Moderate
Esca\20e25c4b-f2ff-41bc-b8ed-27e04e057db6___FAM_B.Msls 0865.JPG,33.30031691141779,77.11022488849645,6.8601225415381,4.046940868385462,0.9002716522703516,0.6027038114231404,0.2286081350282039,0.2698456702294942,0.5170002242974798,Moderate
Esca\2105463c-cf7a-411f-8254-6618685b4147___FAM_B.Msls 0948.JPG,32.85613131856276,57.33586012166988,26.47485315204409,7.671546094523808,0.8741354049350947,0.1630655275070124,0.8829430817296131,0.5115777853928523,0.5905048369968511,Moderate
Esca\212b261f-2ed6-481e-8dc9-68a4e31772f8___FAM_B.Msls 1239.JPG,28.15602273689524,60.52157748918789,0.6036516555922211,6.602226708361988,0.5975771320666659,0.2338927491655814,0.0198962426761576,0.4402627535824848,0.3125887191518772,Mild
Esca\21325767-874e-4076-b279-6091eb07473c___FAM_B.Msls 4156.JPG,28.208786627372103,51.06684891400333,22.58181413477928,7.686428270649845,0.600681802983635,0.0236882397059337,0.7530737743987201,0.5125703072507467,0.4480594277075183,Moderate
Esca\2160dd5f-c134-440e-b03b-db71a9a9a64a___FAM_B.Msls 4308.JPG,29.305623467286345,87.57262425624816,14.213198775432687,10.090704172506545,0.6652205890126014,0.8353116022635292,0.4739020848222305,0.6729162381678389,0.6699573967713345,Severe
Esca\217b815b-6f1f-414e-9e05-eb235dbb1efb___FAM_B.Msls 3818.JPG,20.98131173659864,93.8610768221848,13.403164765188206,5.806957634567224,0.1754112080045087,0.9751211247021118,0.4468798650709302,0.3872246809267138,0.525554041864836,Moderate
Esca\21800966-33fe-49a2-9756-28aa00aec362___FAM_B.Msls 1838.JPG,33.545003080724314,56.09567915576109,0.2128959748466152,3.769615307132352,0.9146691886681588,0.1354929082078951,0.0068608815176923,0.251350278227314,0.3213004456542941,Mild
Esca\2290a5b0-8dc5-4b06-813c-a3b3cd20edcb___FAM_B.Msls 1296.JPG,25.119098923165243,60.41638461943842,24.581946928994785,2.493008052131182,0.4188820253123042,0.231554023584143,0.8197969331964122,0.1662108071039717,0.4123781081232163,Moderate
Esca\23cb070c-93bf-4103-8597-26dcb91d2262___FAM_B.Msls 4238.JPG,24.513354980241456,89.07842857761203,10.794747019096992,5.242111792989383,0.3832395511556581,0.8687897562049639,0.3598647068841833,0.3495539908771632,0.5163237895468822,Moderate
Esca\23fd32ac-c77d-4f4f-8727-c66cfcce9717___FAM_B.Msls 3842.JPG,26.82160098980824,91.69087090802832,16.222968939016287,11.12709712869258,0.5190586537719537,0.9268715037866024,0.5409467401368534,0.7420353410242262,0.6914698678180278,Severe
Esca\24520679-fa56-485a-931b-321fbb50863e___FAM_B.Msls 1814.JPG,18.798421435175936,68.88323222630646,20.319020590069783,11.350573651672043,0.0469681388427904,0.419795233653629,0.6775884199029142,0.7569394338064168,0.4584655965437982,Moderate
Esca\2493efd4-a8f7-4836-9179-a7a3a28dd554___FAM_B.Msls 4242.JPG,20.82681726885335,52.278011252108335,21.07888729313748,10.003580800263157,0.1663206258562542,0.0506156954369823,0.7029370901714552,0.6671058075861347,0.365920299155249,Moderate
Esca\24c03e78-b6d2-4c3a-a666-d93b3bc5d494___FAM_B.Msls 4325.JPG,30.5465714792483,51.77263251617687,28.67940176478217,3.5104226296031187,0.7382389954907659,0.0393797420795654,0.9564854223133784,0.2340642042234014,0.482307867919586,Moderate
Esca\24fd3b44-b24e-4c1f-971a-41427a3a44b1___FAM_B.Msls 1288.JPG,19.40757735472715,75.82774397310547,15.940198597098274,8.821293687820466,0.0828113765236726,0.5741907484020946,0.5315137012498162,0.5882567339380127,0.4434898407516031,Moderate
Esca\25290685-5144-4082-bc56-daf5237091d6___FAM_B.Msls 3884.JPG,28.2535858609286,67.68027990019306,11.991586529232826,8.56034492365272,0.6033178269058352,0.3930503089735385,0.3997905122712535,0.570853543031416,0.4828628860926169,Moderate
Esca\25aa33f8-caad-43e7-bc92-ffde674fc641___FAM_B.Msls 1342.JPG,22.170934864582456,51.28935924099445,28.61110879475124,7.263992971645882,0.2454096158972085,0.0286352536538155,0.9542072122378682,0.4843972588835765,0.4053742349066291,Moderate
Esca\25ace84d-3a4e-4c7c-a6c7-e18138e20ae5___FAM_B.Msls 3838.JPG,24.6180254387136,76.24635765406505,19.26330705076564,8.249684795757963,0.3893984474263339,0.5834976769679936,0.6423704872078541,0.5501350026311069,0.5430185372751664,Moderate
Esca\25da5b3c-b105-4471-9ddc-aed768164424___FAM_B.Msls 3925.JPG,22.90779352510189,50.50861414650601,8.944510688296669,7.376859489355021,0.2887669883835055,0.0112771520124085,0.2981419988368557,0.4919245509208449,0.2484953025929818,Mild
Esca\25e895e3-2443-4fb2-8e5f-6efec31483e1___FAM_B.Msls 0936.JPG,24.04643617990413,85.43173811671728,3.793927362107135,8.481845491111622,0.3557656631066131,0.7877138402346745,0.1263218126132298,0.5656182601017217,0.4699596730207074,Moderate
Esca\25ff50ce-dfe4-44b9-87cb-172273932046___FAM_B.Msls 4306.JPG,30.223780388132173,63.78947702165172,25.27663504395544,10.732589319316933,0.7192457009518725,0.3065471054194374,0.8429712871910275,0.7157248323594136,0.625663345133439,Moderate
Esca\260bdf15-e113-4c70-a987-603bd0eac488___FAM_B.Msls 4397.JPG,23.051069165593976,51.81161013541544,10.865448083824546,1.644422916051596,0.297197445465531,0.0402463213014644,0.3622232494682684,0.1096169804545381,0.1988524662147968,Mild
Esca\26241a33-9bc6-489a-b9a3-518762e3b06d___FAM_B.Msls 4136.JPG,27.62887888504725,76.4758499442419,19.814091640932936,11.244386282235356,0.566559552219911,0.5885999190786778,0.6607443110756182,0.7498575874214765,0.6333774590317809,Moderate
Esca\26501e64-7ac8-4060-8a99-e7636c9a58e3___FAM_B.Msls 4379.JPG,26.09285683738469,67.89579864948746,14.124492580976945,2.038292251913913,0.4761787456474226,0.3978418810017078,0.4709429025538697,0.135884908053766,0.3833099579615886,Moderate
Esca\2678c709-f9f4-489d-8f8a-13ed2a6ee355___FAM_B.Msls 4322.JPG,29.282409811165017,93.82101860107171,5.96789339385115,0.9994199761556204,0.663854678303875,0.9742305207411476,0.198843937732296,0.0666004544551665,0.5212639011224203,Moderate
Esca\26796d1d-8d47-48da-93b7-26b4da73ab0a___FAM_B.Msls 3875.JPG,33.92610556852088,74.4889398126666,18.050598258613952,14.641195293322014,0.937093573973208,0.5444254653937356,0.6019152926587186,0.9763975209663917,0.7433593604693807,Severe
Esca\27336e68-c6e0-4546-9a21-723f04f0aed7___FAM_B.Msls 1351.JPG,30.453725652574256,62.38576314666537,1.8204920685204693,14.354876533056622,0.7327758703263457,0.2753387016914174,0.0604892654684796,0.9573023546760636,0.4723783653913442,Moderate
Esca\279af42b-dfcb-4287-8848-edaf49a333fc___FAM_B.Msls 1093.JPG,21.653986436042864,81.92474890852887,12.400273796135767,0.9065481741084608,0.2149919431828824,0.7097438657054868,0.4134240597472126,0.0604066496827193,0.3821084903807136,Moderate
Esca\27d377ed-a7fb-4f44-bdd7-bd638c79bf9b___FAM_B.Msls 4271.JPG,18.53011329604184,62.21714011442201,16.39844818991013,6.648801622124433,0.0311806662203724,0.2715897498844511,0.5468006164179442,0.4433689270041188,0.3146460310257383,Mild
Esca\27f497cf-1032-44ae-b3d8-40fd6fd9ab4d___FAM_B.Msls 3956.JPG,22.458488753097026,90.69094811334044,13.081409223557372,2.793674074496621,0.2623295243168509,0.9046404816178056,0.4361463046991589,0.1862628207743225,0.4832636658942086,Moderate
Esca\2846635f-28ec-400f-94de-b50c735f20e0___FAM_B.Msls 1216.JPG,28.11632482190433,66.86248867283194,22.460165257529724,7.280173457016271,0.5952412739443268,0.3748685703418201,0.7490156451696223,0.4854763675613292,0.5456200743932992,Moderate
Esca\287bbc00-a2c8-4ed1-9459-abc7cde879d6___FAM_B.Msls 1262.JPG,18.87423882923225,74.74408532492923,24.83774863635937,12.45265864499381,0.0514292969605802,0.5500980488866942,0.8283303155751068,0.8304396689780409,0.5510572515955382,Moderate
Esca\2896413d-f3dc-4265-9773-2873b8c5c931___FAM_B.Msls 4357.JPG,26.438226202421017,52.2757896720903,23.13729222099534,14.259176621143354,0.4965005644812814,0.0505663036290416,0.7716041703116422,0.9509199376445712,0.5223800623158577,Moderate
Esca\28cbd838-ab4c-4f3c-b78f-1dd064d0482b___FAM_B.Msls 4010.JPG,28.146328431587115,69.17545570785039,1.1643884343540634,9.51378980177306,0.5970067111314706,0.4262921619474519,0.0386020652301582,0.6344406739602237,0.4136779774666875,Moderate
Esca\28db1d81-876f-466f-97ac-c009bae14501___FAM_B.Msls 3929.JPG,23.68214614388833,87.45635928474476,5.823863113379167,5.308585008177255,0.3343305363572723,0.8327267135374418,0.1940391791165674,0.3539872215068594,0.4527078872310643,Moderate
Esca\29aa9647-37c9-4f10-8afd-1d06168d871c___FAM_B.Msls 4482.JPG,31.10550746367897,86.25419624135039,16.09822527791323,9.049883484668976,0.771127250690036,0.8059993367737678,0.5367853708853436,0.603501841101262,0.6894783246462276,Severe
Esca\29c45ec7-f6eb-4c97-8052-ab3f4a062f41___FAM_B.Msls 4389.JPG,19.81217030327412,60.09433514840868,28.04466121331404,4.680019591626755,0.1066179599505595,0.2243939818609756,0.9353108809362124,0.3120669465578628,0.3902137940915582,Moderate
Esca\29d37648-9474-4e6f-a92a-42af58cc7e1b___FAM_B.Msls 4433.JPG,19.27734228950875,60.17355819547532,25.048703251563506,13.647354612480903,0.0751482376667976,0.2261553271618074,0.835367627462637,0.9101163137930882,0.4774988271895185,Moderate
Esca\2a060fdd-7e9a-4f01-8d8a-8e4b32b05302___FAM_B.Msls 4410.JPG,30.379208855461258,86.77873904959566,25.27603525055405,13.056006946587557,0.7283912404074457,0.8176613599424901,0.8429512784643657,0.8706781644899682,0.8122696705986935,Severe
Esca\2be6cf2c-439e-4db0-8331-48daf39cbe58___FAM_B.Msls 1133.JPG,26.42335237550537,91.86792890761964,9.096245812790247,8.373476254194914,0.4956253762146146,0.9308079880181738,0.3032037861522043,0.5583909006448617,0.5906278671261291,Moderate
Esca\2c59c3a9-8bef-4c24-99be-2bb3563b8171___FAM_B.Msls 1178.JPG,29.702840739271515,54.29124145728516,12.883436912361075,4.871983730705408,0.6885931815357199,0.0953753164396698,0.4295420742222132,0.3248694159248328,0.3731202920563508,Moderate
Esca\2c84929f-1261-4370-aebe-237510966df7___FAM_B.Msls 1144.JPG,25.39206475626369,70.25263877418014,14.121178419478122,4.400845133744675,0.4349435604964584,0.4502408915440246,0.4708323442326389,0.2934482479705637,0.4202058932395944,Moderate
Esca\2cb1fa02-4423-47d2-8fda-9a8d76024446___FAM_B.Msls 4033.JPG,22.188834565064816,65.1854425533903,4.721147500497312,0.5012699205758919,0.2464628490649638,0.3375832422570258,0.1572532871198969,0.0333778387243145,0.2088795744681858,Mild
Esca\2ce9e0cd-d0d9-4def-a65d-a65cbfacc99c___FAM_B.Msls 4044.JPG,31.924739400461394,89.18098049558478,0.9320439073336896,12.237312765379428,0.8193315348206004,0.8710697661957516,0.0308511994791491,0.8160778249362391,0.6370821784209107,Moderate
Esca\2d1f5d62-779f-4833-ad92-eb8c291a7876___FAM_B.Msls 0942.JPG,31.590069942472645,53.758621160600846,28.407086983815507,6.755748195585119,0.7996393073592628,0.0835337085814989,0.947401174294474,0.4505014062119769,0.5519205142302792,Moderate
Esca\2d9df9cb-09ce-4581-b3fa-e61cfe21015e___FAM_B.Msls 4173.JPG,29.809840004525256,59.500667415111685,7.221377569905202,4.876993926003967,0.6948891067218284,0.2111951222990785,0.2406593731729477,0.3252035557914777,0.3622863678217132,Moderate
Esca\2e0db792-fc3b-4444-8bdf-6b0db024c067___FAM_B.Msls 4337.JPG,22.626467332909364,83.86107519139225,7.19846711170894,7.066655324966308,0.2722135227616933,0.7527937019018869,0.2398950948486394,0.4712364196315635,0.4481125488994619,Moderate
Esca\2e14a527-e8b7-4c3f-935e-231ba12a5f99___FAM_B.Msls 4180.JPG,28.03392133677448,52.3082232041547,2.501371613062786,12.28106985681978,0.5903925847853702,0.0512873898710661,0.0832029743302035,0.8189960721955529,0.3475843211793238,Moderate
Esca\2e183dc3-809a-42c9-90ea-4a4275245e4a___FAM_B.Msls 1732.JPG,24.13655624798045,72.16409213214303,27.85523255831336,1.8692131156128176,0.3610684023827193,0.4927377345015435,0.9289916613998912,0.1246086849348134,0.4952580732830783,Moderate
Esca\2f4dab14-bbb9-4da5-8b4c-9bc3f2cb6f5d___FAM_B.Msls 4051.JPG,19.55689524655278,69.8948165605874,17.39211344819316,12.86483982362741,0.0915973646671637,0.4422855237845055,0.5799486578939468,0.8579288497095324,0.4721579327175357,Moderate
Esca\2f584af5-b14c-4fcc-a23e-e06ebda8bd0b___FAM_B.Msls 4366.JPG,33.59433078285813,65.04805305449369,20.011105713760617,13.46263252662531,0.9175716714235372,0.3345286974342089,0.667316575329611,0.8977968313266257,0.6761400371838748,Severe
Esca\2f97ddbd-4543-4229-8028-9ddfc88bf831___FAM_B.Msls 1226.JPG,20.325916725622346,67.75575418935156,27.347306617891576,14.200618725508322,0.1368472239746158,0.3947283091195205,0.9120475748481168,0.947014595382939,0.5700451115181271,Moderate
Esca\2ffcdbee-105e-4c6e-801f-fd6475e4aaa0___FAM_B.Msls 4358.JPG,34.15403501495364,73.84732641186048,10.368605067023683,5.962319886339417,0.9505051309502464,0.530160642336501,0.3456488822045534,0.3975860977967784,0.5626039155490059,Moderate
Esca\305b038a-47d1-4684-9973-b62e4e893744___FAM_B.Msls 1189.JPG,25.582098140285247,57.26153112747724,18.645219334142524,3.257106060565078,0.4461252818459041,0.1614129904046886,0.6217514738171345,0.2171700195552603,0.3588270899482183,Moderate
Esca\30c64944-5f38-4149-8c52-7bc2267b8721___FAM_B.Msls 0840.JPG,21.14725979025653,75.73981452276168,1.1639836418666238,5.604612277000477,0.185175728612503,0.5722358359125828,0.0385885616100498,0.3737298674983813,0.3023577968290893,Mild
Esca\30cf68e1-9bef-4452-8a2c-222b9870c610___FAM_B.Msls 1031.JPG,27.212316105432087,86.24445481849938,5.60317584693388,4.993681443471049,0.5420486540417312,0.8057827582654,0.1866771921693793,0.332985677884959,0.4905134246093894,Moderate
Esca\30d6e25b-6701-43b3-9e24-2773deaea115___FAM_B.Msls 0958.JPG,32.84007920989894,84.20724184055716,24.93737415269828,2.6423086875429007,0.8731908855966951,0.7604899345436136,0.8316537594815353,0.1761679627503424,0.6895917341827102,Severe
Esca\30efa3ae-f975-43c3-96f7-6eb22d65e07d___FAM_B.Msls 4367.JPG,30.447823068962546,56.92549571121982,23.003050690150072,9.10900005152232,0.7324285574290472,0.1539420028164403,0.7671259581620598,0.6074444422550654,0.542560118193722,Moderate
Esca\3160c3b5-fdc1-4aa6-a99e-f9868311bf02___FAM_B.Msls 4145.JPG,31.711539513644645,56.71622613836632,10.519280743714406,7.149362407629433,0.8067866773031033,0.1492893670948866,0.3506753270145482,0.4767523190975168,0.4295027750273822,Moderate
Esca\31bd4f43-7895-46af-bead-3da25e5d650d___FAM_B.Msls 4459.JPG,29.199317234082194,62.0678465485211,11.304318833226375,12.985514884860056,0.658965442404976,0.2682705450510042,0.376863698736781,0.8659769090095832,0.5126338306026572,Moderate
Esca\31d07122-24f2-4aa6-90b6-edea52504f32___FAM_B.Msls 1738.JPG,29.76870159680349,66.24836268534668,16.006633006607384,0.4816437072308738,0.6924684888168581,0.3612148677612314,0.5337299109275571,0.0320689276102639,0.421327845786526,Moderate
Esca\327d4657-b463-4bb5-86be-cd7d482557d0___FAM_B.Msls 4451.JPG,32.43632607661043,68.38050116338172,0.0072301405540364,9.658018913326895,0.8494337175935951,0.4086181453182128,0.0,0.6440595996166284,0.4637557929171883,Moderate
Esca\3288cfd7-1989-4154-89ba-d20eba66a9d5___FAM_B.Msls 4004.JPG,22.24435615060616,80.58637475750054,7.237330081140836,11.444233177673416,0.2497297850383414,0.679988142983971,0.2411915388088872,0.7631857734525224,0.4793639285475029,Moderate
Esca\32aa193b-8cdd-4ff2-9d10-cc2ec5d3b62c___FAM_B.Msls 3955.JPG,26.320224381933382,52.550619447462594,6.246954258246433,11.392298537824605,0.4895572398532761,0.0566765221993205,0.2081532308067945,0.759722149262399,0.3433750041772936,Moderate
Esca\32bb6f54-7655-406f-a60f-88767f8f8b83___FAM_B.Msls 3944.JPG,21.76056051093324,51.56027169017299,7.514488402492904,13.291109506432877,0.2212628498166555,0.0346583793346048,0.2504373642566566,0.8863576207413397,0.3055940914669774,Mild
Esca\3306483f-5feb-42e3-9c39-0a0b29ac1959___FAM_B.Msls 1767.JPG,34.790356135943,67.63597533247591,24.17717527600324,10.935506142442412,0.987946791531646,0.3920652970982904,0.8062940081119044,0.7292577579598688,0.7120313406323484,Severe
Esca\33294c86-f629-406b-a151-3d500c5dfe18___FAM_B.Msls 4440.JPG,34.04900877467243,81.37236614620912,8.390215696393295,13.917150924715443,0.9443253001839256,0.6974628841136782,0.2796510701982699,0.9281095652372496,0.7008548708771023,Severe
Esca\337aedbd-4df6-472e-ac88-705559c11aaa___FAM_B.Msls 1101.JPG,18.6702557932646,58.70459043304172,5.745639661504445,4.989848997313372,0.039426766563366,0.1934961508079941,0.1914296944782298,0.3327300844456338,0.1823089773919239,Mild
Esca\3387b634-3a99-46f9-ab8c-a9ca7095e159___FAM_B.Msls 3804.JPG,29.994777932766706,78.86770165653132,15.127903823790946,7.548141251273146,0.7057710072425553,0.641777333097906,0.5044160638796045,0.5033476715130666,0.595749502012525,Moderate
Esca\33f8d1cd-0773-4a0c-a82d-ec43072cabef___FAM_B.Msls 0876.JPG,33.72922139606632,61.69226620731348,25.96935109118196,0.2111949492433601,0.9255087465712324,0.2599203654812332,0.8660798542594121,0.0140321632641294,0.5286796925048569,Moderate
Esca\33fa4137-bd24-45af-a9b8-ad63c6173123___FAM_B.Msls 4351.JPG,21.06978086716467,89.87387489660824,7.240491115124996,0.1043638095493681,0.1806168047532613,0.8864747063287507,0.2412969888935516,0.0069073825632379,0.372802336822976,Moderate
Esca\33ff42ab-8ff7-46b6-baa2-7b7b6ae799af___FAM_B.Msls 3965.JPG,27.6550689193947,90.30604749199776,2.356087283783961,3.6018993067727982,0.5681005954829851,0.8960830866956068,0.07835638144331,0.2401649653492969,0.4784721633101151,Moderate
Esca\34178501-152f-49b7-aaf6-cc16131cdb72___FAM_B.Msls 1220.JPG,33.563301058996714,63.37792419265969,10.69214207548994,1.512107957086279,0.915745856830196,0.2973971589300099,0.3564418711777137,0.100792633276593,0.427424606336299,Moderate
Esca\34447994-b2d2-4a3e-b23f-8234c197dab9___FAM_B.Msls 4032.JPG,18.57708163595858,60.34971892834582,22.42955473694933,3.903170519036304,0.0339443221532451,0.2300718626968715,0.7479944976580809,0.2602573403348828,0.3165577318288695,Mild
Esca\3473ab58-5217-4ab7-bfda-8d8683c5700d___FAM_B.Msls 4262.JPG,29.85614454319628,68.50867874298041,16.520716340843837,2.655649417925961,0.6976137040408725,0.4114678839467742,0.5508794042235557,0.1770576825328074,0.4709751787567008,Moderate
Esca\3520b3b3-750d-4aa5-849b-2a88f751979a___FAM_B.Msls 4211.JPG,23.054933125333363,60.823921333106696,24.503801087230425,0.4278003725797236,0.2974248040495701,0.2406146808311719,0.8171900375820299,0.0284780087761767,0.356533716412487,Moderate
Esca\353723ef-2ce8-45a9-8082-16ec157c05b2___FAM_B.Msls 0923.JPG,33.714735321401015,80.25727294812667,28.78776442827702,13.639562196090742,0.9246563739673936,0.6726713084654967,0.9601003318958912,0.9095966220808313,0.8549098934216364,Severe
Esca\357f9b61-fb6e-4a4f-9fa4-c3ca396033a1___FAM_B.Msls 4276.JPG,34.50799016781125,87.17291080467285,23.77987430254851,0.1233469708333728,0.971332144634354,0.8264248775580376,0.7930403001486314,0.0081734072592732,0.6906552559150123,Severe
Esca\35879ac5-ac50-40ff-a7fd-34740981ee40___FAM_B.Msls 1121.JPG,34.052530314928376,80.28914589100476,18.1140923653126,11.04123216505628,0.9445325105226016,0.6733799312746496,0.6040334157034604,0.736308836209703,0.736417228180851,Severe
Esca\36081cac-3173-421f-89d8-73211d2473f7___FAM_B.Msls 4142.JPG,26.061641683176884,87.09577012622073,14.800247641571415,2.282218303792748,0.4743420201792697,0.8247098290143943,0.4934856618880436,0.1521528204981066,0.519800433320768,Moderate
